"time","Amm_mgL"
"24/10/2020 07:",1.095
"24/10/2020 08:",1.13444444444444
"24/10/2020 09:",1.26333333333333
"24/10/2020 10:",1.345
"24/10/2020 11:",1.285
"24/10/2020 12:",1.2925
"24/10/2020 13:",1.345
"24/10/2020 14:",1.525
"24/10/2020 15:",1.7375
"24/10/2020 16:",2.03
"24/10/2020 17:",2.11
"24/10/2020 18:",2.35
"24/10/2020 19:",2.64
"24/10/2020 20:",2.3275
"24/10/2020 21:",2.4025
"24/10/2020 22:",2.305
"24/10/2020 23:",2.235
"25/10/2020 00:",1.8925
"25/10/2020 01:",2.305
"25/10/2020 02:",2.615
"25/10/2020 02:",2.795
"25/10/2020 03:",2.7125
"25/10/2020 04:",2.19
"25/10/2020 05:",1.85
"25/10/2020 06:",1.835
"25/10/2020 07:",1.475
"25/10/2020 08:",1.62
"25/10/2020 09:",1.38
"25/10/2020 10:",1.25848
"25/10/2020 11:",1.24312
"25/10/2020 12:",1.22776
"25/10/2020 13:",NA
"25/10/2020 14:",NA
"25/10/2020 15:",NA
"25/10/2020 16:",NA
"25/10/2020 17:",NA
"25/10/2020 18:",NA
"25/10/2020 19:",NA
"25/10/2020 20:",NA
"25/10/2020 21:",NA
"25/10/2020 22:",NA
"25/10/2020 23:",NA
"26/10/2020 00:",NA
"26/10/2020 01:",NA
"26/10/2020 02:",NA
"26/10/2020 03:",NA
"26/10/2020 04:",NA
"26/10/2020 05:",NA
"26/10/2020 06:",NA
"26/10/2020 07:",NA
"26/10/2020 08:",0.92056
"26/10/2020 09:",0.9052
"26/10/2020 10:",0.88984
"26/10/2020 11:",0.874
"26/10/2020 12:",0.9225
"26/10/2020 13:",1.045
"26/10/2020 14:",1.065
"26/10/2020 15:",1.045
"26/10/2020 16:",1.25
"26/10/2020 17:",1.86
"26/10/2020 18:",1.89
"26/10/2020 19:",1.8475
"26/10/2020 20:",1.8575
"26/10/2020 21:",1.8
"26/10/2020 22:",2.0425
"26/10/2020 23:",2.2275
"27/10/2020 00:",1.6525
"27/10/2020 01:",1.6075
"27/10/2020 02:",1.3975
"27/10/2020 03:",1.4375
"27/10/2020 04:",1.54
"27/10/2020 05:",1.485
"27/10/2020 06:",1.49
"27/10/2020 07:",1.275
"27/10/2020 08:",1.1025
"27/10/2020 09:",1.07
"27/10/2020 10:",1.0625
"27/10/2020 11:",0.955
"27/10/2020 12:",1.1525
"27/10/2020 13:",1.1475
"27/10/2020 14:",1.285
"27/10/2020 15:",1.4225
"27/10/2020 16:",1.72
"27/10/2020 17:",2.08
"27/10/2020 18:",1.9525
"27/10/2020 19:",1.5575
"27/10/2020 20:",1.5325
"27/10/2020 21:",1.29
"27/10/2020 22:",1.35
"27/10/2020 23:",1.16
"28/10/2020 00:",1.2
"28/10/2020 01:",1.2625
"28/10/2020 02:",0.9505
"28/10/2020 03:",0.829
"28/10/2020 04:",0.88475
"28/10/2020 05:",0.86
"28/10/2020 06:",0.8345
"28/10/2020 07:",0.98775
"28/10/2020 08:",0.89825
"28/10/2020 09:",0.86975
"28/10/2020 10:",0.879
"28/10/2020 11:",0.8785
"28/10/2020 12:",0.88325
"28/10/2020 13:",0.9225
"28/10/2020 14:",0.92975
"28/10/2020 15:",0.943
"28/10/2020 16:",0.9345
"28/10/2020 17:",0.9045
"28/10/2020 18:",0.87125
"28/10/2020 19:",0.85925
"28/10/2020 20:",0.8535
"28/10/2020 21:",0.834
"28/10/2020 22:",0.83475
"28/10/2020 23:",0.816
"29/10/2020 00:",0.785
"29/10/2020 01:",0.7815
"29/10/2020 02:",0.798
"29/10/2020 03:",0.79325
"29/10/2020 04:",0.77125
"29/10/2020 05:",0.79875
"29/10/2020 06:",0.81525
"29/10/2020 07:",0.80725
"29/10/2020 08:",0.80925
"29/10/2020 09:",0.79525
"29/10/2020 10:",0.83575
"29/10/2020 11:",0.848
"29/10/2020 12:",0.84775
"29/10/2020 13:",0.84275
"29/10/2020 14:",0.8725
"29/10/2020 15:",0.89425
"29/10/2020 16:",0.9025
"29/10/2020 17:",0.904
"29/10/2020 18:",0.8935
"29/10/2020 19:",0.896
"29/10/2020 20:",0.859
"29/10/2020 21:",0.834
"29/10/2020 22:",0.81725
"29/10/2020 23:",0.8145
"30/10/2020 00:",0.8075
"30/10/2020 01:",0.80125
"30/10/2020 02:",0.7955
"30/10/2020 03:",0.79925
"30/10/2020 04:",0.7965
"30/10/2020 05:",0.798
"30/10/2020 06:",0.787
"30/10/2020 07:",0.795
"30/10/2020 08:",0.79525
"30/10/2020 09:",0.7925
"30/10/2020 10:",0.8025
"30/10/2020 11:",0.833
"30/10/2020 12:",0.86375
"30/10/2020 13:",0.8605
"30/10/2020 14:",0.88175
"30/10/2020 15:",0.9005
"30/10/2020 16:",0.89575
"30/10/2020 17:",1.09325
"30/10/2020 18:",1.1075
"30/10/2020 19:",1.3525
"30/10/2020 20:",1.335
"30/10/2020 21:",1.15
"30/10/2020 22:",1.04
"30/10/2020 23:",1.0875
"31/10/2020 00:",1.125
"31/10/2020 01:",1.019
"31/10/2020 02:",1.1155
"31/10/2020 03:",1.235
"31/10/2020 04:",1.095
"31/10/2020 05:",0.93425
"31/10/2020 06:",0.8495
"31/10/2020 07:",0.8735
"31/10/2020 08:",0.8435
"31/10/2020 09:",0.98725
"31/10/2020 10:",0.91625
"31/10/2020 11:",0.91775
"31/10/2020 12:",0.9155
"31/10/2020 13:",0.985
"31/10/2020 14:",1.04
"31/10/2020 15:",1.1325
"31/10/2020 16:",1.2575
"31/10/2020 17:",1.9125
"31/10/2020 18:",1.7075
"31/10/2020 19:",1.555
"31/10/2020 20:",1.6625
"31/10/2020 21:",1.5125
"31/10/2020 22:",1.645
"31/10/2020 23:",1.4475
"01/11/2020 00:",1.5625
"01/11/2020 01:",1.585
"01/11/2020 02:",1.4725
"01/11/2020 03:",1.395
"01/11/2020 04:",1.17
"01/11/2020 05:",1.1225
"01/11/2020 06:",1.2425
"01/11/2020 07:",0.941
"01/11/2020 08:",0.93525
"01/11/2020 09:",1.03775
"01/11/2020 10:",1.1275
"01/11/2020 11:",1.1575
"01/11/2020 12:",1.1975
"01/11/2020 13:",1.2625
"01/11/2020 14:",1.235
"01/11/2020 15:",1.235
"01/11/2020 16:",1.45
"01/11/2020 17:",1.7075
"01/11/2020 18:",1.7175
"01/11/2020 19:",1.475
"01/11/2020 20:",1.4525
"01/11/2020 21:",1.455
"01/11/2020 22:",1.15
"01/11/2020 23:",1.035
"02/11/2020 00:",1.06
"02/11/2020 01:",1.1
"02/11/2020 02:",1.0275
"02/11/2020 03:",1.03
"02/11/2020 04:",1.0475
"02/11/2020 05:",0.939
"02/11/2020 06:",0.97475
"02/11/2020 07:",0.882
"02/11/2020 08:",0.894
"02/11/2020 09:",0.80825
"02/11/2020 10:",0.798
"02/11/2020 11:",0.8
"02/11/2020 12:",0.80625
"02/11/2020 13:",0.86
"02/11/2020 14:",0.8815
"02/11/2020 15:",0.898
"02/11/2020 16:",0.90375
"02/11/2020 17:",0.88225
"02/11/2020 18:",0.86525
"02/11/2020 19:",0.8365
"02/11/2020 20:",0.82875
"02/11/2020 21:",0.808
"02/11/2020 22:",0.777
"02/11/2020 23:",0.766
"03/11/2020 00:",0.77175
"03/11/2020 01:",0.77325
"03/11/2020 02:",0.76325
"03/11/2020 03:",0.76
"03/11/2020 04:",0.763
"03/11/2020 05:",0.7685
"03/11/2020 06:",0.76475
"03/11/2020 07:",0.7735
"03/11/2020 08:",0.77925
"03/11/2020 09:",0.76875
"03/11/2020 10:",0.7875
"03/11/2020 11:",0.801
"03/11/2020 12:",0.82625
"03/11/2020 13:",0.852
"03/11/2020 14:",0.87225
"03/11/2020 15:",0.87925
"03/11/2020 16:",0.877
"03/11/2020 17:",0.83475
"03/11/2020 18:",0.80675
"03/11/2020 19:",0.8005
"03/11/2020 20:",0.79475
"03/11/2020 21:",0.784
"03/11/2020 22:",0.7825
"03/11/2020 23:",0.78675
"04/11/2020 00:",0.78275
"04/11/2020 01:",0.78775
"04/11/2020 02:",0.79
"04/11/2020 03:",0.78925
"04/11/2020 04:",0.78225
"04/11/2020 05:",0.78075
"04/11/2020 06:",0.79525
"04/11/2020 07:",0.779
"04/11/2020 08:",0.772
"04/11/2020 09:",0.7705
"04/11/2020 10:",0.77375
"04/11/2020 11:",0.7825
"04/11/2020 12:",0.7955
"04/11/2020 13:",0.80725
"04/11/2020 14:",0.81525
"04/11/2020 15:",0.82225
"04/11/2020 16:",0.83675
"04/11/2020 17:",0.84625
"04/11/2020 18:",0.83825
"04/11/2020 19:",0.82075
"04/11/2020 20:",0.8085
"04/11/2020 21:",0.8105
"04/11/2020 22:",0.7955
"04/11/2020 23:",0.7825
"05/11/2020 00:",0.7905
"05/11/2020 01:",0.842
"05/11/2020 02:",0.78375
"05/11/2020 03:",0.76575
"05/11/2020 04:",0.77475
"05/11/2020 05:",0.85575
"05/11/2020 06:",0.79875
"05/11/2020 07:",0.76725
"05/11/2020 08:",0.77275
"05/11/2020 09:",0.77875
"05/11/2020 10:",0.7875
"05/11/2020 11:",0.796
"05/11/2020 12:",0.80175
"05/11/2020 13:",0.824
"05/11/2020 14:",0.83625
"05/11/2020 15:",0.840666666666667
"05/11/2020 16:",0.844222222222222
"05/11/2020 17:",0.859
"05/11/2020 18:",0.87
"05/11/2020 19:",0.8515
"05/11/2020 20:",0.8225
"05/11/2020 21:",0.8045
"05/11/2020 22:",0.791
"05/11/2020 23:",0.779
"06/11/2020 00:",0.77
"06/11/2020 01:",0.7665
"06/11/2020 02:",0.7815
"06/11/2020 03:",0.7875
"06/11/2020 04:",0.7835
"06/11/2020 05:",0.7835
"06/11/2020 06:",0.7815
"06/11/2020 07:",0.787
"06/11/2020 08:",0.796
"06/11/2020 09:",0.747
"06/11/2020 10:",0.7775
"06/11/2020 11:",0.8605
"06/11/2020 12:",0.8605
"06/11/2020 13:",0.8845
"06/11/2020 14:",0.926
"06/11/2020 15:",0.95
"06/11/2020 16:",0.944
"06/11/2020 17:",0.933
"06/11/2020 18:",0.9305
"06/11/2020 19:",0.945
"06/11/2020 20:",0.956
"06/11/2020 21:",0.94
"06/11/2020 22:",0.93
"06/11/2020 23:",0.9255
"07/11/2020 00:",0.912
"07/11/2020 01:",0.896
"07/11/2020 02:",0.881
"07/11/2020 03:",0.8715
"07/11/2020 04:",0.882
"07/11/2020 05:",0.877
"07/11/2020 06:",0.862
"07/11/2020 07:",0.877
"07/11/2020 08:",0.8835
"07/11/2020 09:",0.8635
"07/11/2020 10:",0.925
"07/11/2020 11:",0.9515
"07/11/2020 12:",0.927
"07/11/2020 13:",0.952
"07/11/2020 14:",0.9445
"07/11/2020 15:",0.942
"07/11/2020 16:",0.958
"07/11/2020 17:",1.024
"07/11/2020 18:",0.9965
"07/11/2020 19:",1.1565
"07/11/2020 20:",1.305
"07/11/2020 21:",1.0755
"07/11/2020 22:",1.0255
"07/11/2020 23:",1.0255
"08/11/2020 00:",0.955
"08/11/2020 01:",0.9535
"08/11/2020 02:",0.9095
"08/11/2020 03:",0.9015
"08/11/2020 04:",0.9235
"08/11/2020 05:",0.9395
"08/11/2020 06:",0.9395
"08/11/2020 07:",0.9175
"08/11/2020 08:",0.9415
"08/11/2020 09:",0.938
"08/11/2020 10:",0.9815
"08/11/2020 11:",1.08
"08/11/2020 12:",1.055
"08/11/2020 13:",0.9815
"08/11/2020 14:",0.9815
"08/11/2020 15:",0.9825
"08/11/2020 16:",0.975
"08/11/2020 17:",1.1775
"08/11/2020 18:",1.315
"08/11/2020 19:",1.1115
"08/11/2020 20:",1.1015
"08/11/2020 21:",1.275
"08/11/2020 22:",1.215
"08/11/2020 23:",1.0195
"09/11/2020 00:",0.903
"09/11/2020 01:",1.0185
"09/11/2020 02:",1.026
"09/11/2020 03:",0.961
"09/11/2020 04:",0.976
"09/11/2020 05:",0.96
"09/11/2020 06:",0.952
"09/11/2020 07:",0.9075
"09/11/2020 08:",0.91
"09/11/2020 09:",0.8995
"09/11/2020 10:",0.8625
"09/11/2020 11:",0.9335
"09/11/2020 12:",0.9735
"09/11/2020 13:",0.9785
"09/11/2020 14:",0.9765
"09/11/2020 15:",0.925
"09/11/2020 16:",0.935
"09/11/2020 17:",1.1265
"09/11/2020 18:",1.17
"09/11/2020 19:",1.155
"09/11/2020 20:",1.335
"09/11/2020 21:",1.27
"09/11/2020 22:",1.16
"09/11/2020 23:",1.14
"10/11/2020 00:",1.13
"10/11/2020 01:",1.15
"10/11/2020 02:",1.14
"10/11/2020 03:",1.125
"10/11/2020 04:",1.0465
"10/11/2020 05:",0.976
"10/11/2020 06:",0.9755
"10/11/2020 07:",0.991
"10/11/2020 08:",0.977
"10/11/2020 09:",0.935
"10/11/2020 10:",0.958
"10/11/2020 11:",1.02
"10/11/2020 12:",1.004
"10/11/2020 13:",0.9305
"10/11/2020 14:",0.9375
"10/11/2020 15:",1.006
"10/11/2020 16:",1.005
"10/11/2020 17:",1.14
"10/11/2020 18:",1.215
"10/11/2020 19:",1.23
"10/11/2020 20:",1.56
"10/11/2020 21:",1.625
"10/11/2020 22:",1.34
"10/11/2020 23:",1.215
"11/11/2020 00:",1.034
"11/11/2020 01:",0.964
"11/11/2020 02:",1.075
"11/11/2020 03:",1.09
"11/11/2020 04:",1.08
"11/11/2020 05:",1.055
"11/11/2020 06:",1.017
"11/11/2020 07:",1.082
"11/11/2020 08:",1.0425
"11/11/2020 09:",0.9625
"11/11/2020 10:",0.9825
"11/11/2020 11:",0.957
"11/11/2020 12:",0.935
"11/11/2020 13:",0.9215
"11/11/2020 14:",1.026
"11/11/2020 15:",1.155
"11/11/2020 16:",1.315
"11/11/2020 17:",1.63
"11/11/2020 18:",1.9
"11/11/2020 19:",1.985
"11/11/2020 20:",1.885
"11/11/2020 21:",1.66
"11/11/2020 22:",1.7
"11/11/2020 23:",1.905
"12/11/2020 00:",1.935
"12/11/2020 01:",1.915
"12/11/2020 02:",1.935
"12/11/2020 03:",1.83
"12/11/2020 04:",1.67
"12/11/2020 05:",1.615
"12/11/2020 06:",1.575
"12/11/2020 07:",1.54
"12/11/2020 08:",1.495
"12/11/2020 09:",1.5
"12/11/2020 10:",1.51
"12/11/2020 11:",1.415
"12/11/2020 12:",1.265
"12/11/2020 13:",1.2
"12/11/2020 14:",1.29
"12/11/2020 15:",1.44
"12/11/2020 16:",1.47
"12/11/2020 17:",1.4
"12/11/2020 18:",1.475
"12/11/2020 19:",1.575
"12/11/2020 20:",1.55
"12/11/2020 21:",1.5
"12/11/2020 22:",1.43
"12/11/2020 23:",1.23
"13/11/2020 00:",1.115
"13/11/2020 01:",1.0665
"13/11/2020 02:",1.0515
"13/11/2020 03:",1.0245
"13/11/2020 04:",0.933
"13/11/2020 05:",1.0085
"13/11/2020 06:",1.08
"13/11/2020 07:",1.06
"13/11/2020 08:",1.015
"13/11/2020 09:",1.05
"13/11/2020 10:",1.095
"13/11/2020 11:",0.929
"13/11/2020 12:",1.169
"13/11/2020 13:",1.545
"13/11/2020 14:",1.52428571428571
"13/11/2020 15:",1.51285714285714
"13/11/2020 16:",1.525
"13/11/2020 17:",1.515
"13/11/2020 18:",1.78
"13/11/2020 19:",1.8175
"13/11/2020 20:",1.8375
"13/11/2020 21:",1.8275
"13/11/2020 22:",1.9025
"13/11/2020 23:",1.81
"14/11/2020 00:",1.6125
"14/11/2020 01:",1.62
"14/11/2020 02:",1.595
"14/11/2020 03:",1.505
"14/11/2020 04:",1.39
"14/11/2020 05:",1.4275
"14/11/2020 06:",1.42
"14/11/2020 07:",1.605
"14/11/2020 08:",1.55
"14/11/2020 09:",1.4425
"14/11/2020 10:",1.57
"14/11/2020 11:",1.5525
"14/11/2020 12:",1.395
"14/11/2020 13:",1.3875
"14/11/2020 14:",1.355
"14/11/2020 15:",1.4075
"14/11/2020 16:",1.445
"14/11/2020 17:",1.6825
"14/11/2020 18:",1.4675
"14/11/2020 19:",1.8575
"14/11/2020 20:",1.7125
"14/11/2020 21:",1.595
"14/11/2020 22:",1.6575
"14/11/2020 23:",1.8975
"15/11/2020 00:",1.91
"15/11/2020 01:",1.56
"15/11/2020 02:",1.405
"15/11/2020 03:",1.48
"15/11/2020 04:",1.4425
"15/11/2020 05:",1.435
"15/11/2020 06:",1.4625
"15/11/2020 07:",1.59
"15/11/2020 08:",1.5175
"15/11/2020 09:",1.45
"15/11/2020 10:",1.4025
"15/11/2020 11:",1.405
"15/11/2020 12:",1.35
"15/11/2020 13:",1.27
"15/11/2020 14:",1.325
"15/11/2020 15:",1.41
"15/11/2020 16:",1.34
"15/11/2020 17:",1.7225
"15/11/2020 18:",1.7025
"15/11/2020 19:",2.0025
"15/11/2020 20:",1.775
"15/11/2020 21:",1.5775
"15/11/2020 22:",1.61
"15/11/2020 23:",1.96
"16/11/2020 00:",2.0025
"16/11/2020 01:",1.995
"16/11/2020 02:",1.79
"16/11/2020 03:",1.5175
"16/11/2020 04:",1.405
"16/11/2020 05:",1.66
"16/11/2020 06:",1.78
"16/11/2020 07:",1.7975
"16/11/2020 08:",1.8075
"16/11/2020 09:",1.6075
"16/11/2020 10:",1.6975
"16/11/2020 11:",1.5775
"16/11/2020 12:",1.73
"16/11/2020 13:",1.485
"16/11/2020 14:",1.425
"16/11/2020 15:",1.5525
"16/11/2020 16:",1.425
"16/11/2020 17:",1.415
"16/11/2020 18:",1.505
"16/11/2020 19:",2.085
"16/11/2020 20:",2.24
"16/11/2020 21:",2.005
"16/11/2020 22:",2.1325
"16/11/2020 23:",1.96
"17/11/2020 00:",2.0075
"17/11/2020 01:",1.8625
"17/11/2020 02:",1.725
"17/11/2020 03:",1.505
"17/11/2020 04:",2.0025
"17/11/2020 05:",1.53
"17/11/2020 06:",1.9175
"17/11/2020 07:",1.8425
"17/11/2020 08:",1.57
"17/11/2020 09:",1.5625
"17/11/2020 10:",1.47125
"17/11/2020 11:",1.32625
"17/11/2020 12:",1.2675
"17/11/2020 13:",1.245
"17/11/2020 14:",1.2475
"17/11/2020 15:",1.235
"17/11/2020 16:",1.185
"17/11/2020 17:",1.2825
"17/11/2020 18:",1.3275
"17/11/2020 19:",1.2625
"17/11/2020 20:",1.2625
"17/11/2020 21:",1.27
"17/11/2020 22:",1.2775
"17/11/2020 23:",1.2875
"18/11/2020 00:",1.29
"18/11/2020 01:",1.2825
"18/11/2020 02:",1.28
"18/11/2020 03:",1.295
"18/11/2020 04:",1.3
"18/11/2020 05:",1.2925
"18/11/2020 06:",1.2975
"18/11/2020 07:",1.3
"18/11/2020 08:",1.315
"18/11/2020 09:",1.32
"18/11/2020 10:",1.2825
"18/11/2020 11:",1.255
"18/11/2020 12:",1.25
"18/11/2020 13:",1.2475
"18/11/2020 14:",1.24
"18/11/2020 15:",1.2425
"18/11/2020 16:",1.245
"18/11/2020 17:",1.2325
"18/11/2020 18:",1.2475
"18/11/2020 19:",1.2725
"18/11/2020 20:",1.2825
"18/11/2020 21:",1.2875
"18/11/2020 22:",1.2775
"18/11/2020 23:",1.2725
"19/11/2020 00:",1.28
"19/11/2020 01:",1.28
"19/11/2020 02:",1.28
"19/11/2020 03:",1.28
"19/11/2020 04:",1.28
"19/11/2020 05:",1.2775
"19/11/2020 06:",1.2725
"19/11/2020 07:",1.28
"19/11/2020 08:",1.2825
"19/11/2020 09:",1.285
"19/11/2020 10:",1.265
"19/11/2020 11:",1.245
"19/11/2020 12:",1.2375
"19/11/2020 13:",1.29
"19/11/2020 14:",1.3725
"19/11/2020 15:",1.35
"19/11/2020 16:",1.3475
"19/11/2020 17:",1.3325
"19/11/2020 18:",1.3075
"19/11/2020 19:",1.295
"19/11/2020 20:",1.2775
"19/11/2020 21:",1.27
"19/11/2020 22:",1.2625
"19/11/2020 23:",1.245
"20/11/2020 00:",1.255
"20/11/2020 01:",1.235
"20/11/2020 02:",1.225
"20/11/2020 03:",1.2375
"20/11/2020 04:",1.2275
"20/11/2020 05:",1.22
"20/11/2020 06:",1.2225
"20/11/2020 07:",1.23
"20/11/2020 08:",1.2575
"20/11/2020 09:",1.29
"20/11/2020 10:",1.175
"20/11/2020 11:",1.2725
"20/11/2020 12:",1.25
"20/11/2020 13:",1.2475
"20/11/2020 14:",1.24
"20/11/2020 15:",1.2475
"20/11/2020 16:",1.27
"20/11/2020 17:",1.27
"20/11/2020 18:",1.2675
"20/11/2020 19:",1.26
"20/11/2020 20:",1.26
"20/11/2020 21:",1.26
"20/11/2020 22:",1.265
"20/11/2020 23:",1.2775
"21/11/2020 00:",1.27
"21/11/2020 01:",1.275
"21/11/2020 02:",1.28
"21/11/2020 03:",1.255
"21/11/2020 04:",1.2675
"21/11/2020 05:",1.2575
"21/11/2020 06:",1.25
"21/11/2020 07:",1.25
"21/11/2020 08:",1.25
"21/11/2020 09:",1.25
"21/11/2020 10:",1.245
"21/11/2020 11:",1.23
"21/11/2020 12:",1.2325
"21/11/2020 13:",1.2425
"21/11/2020 14:",1.2575
"21/11/2020 15:",1.2775
"21/11/2020 16:",1.2675
"21/11/2020 17:",1.26
"21/11/2020 18:",1.2625
"21/11/2020 19:",1.2675
"21/11/2020 20:",1.2575
"21/11/2020 21:",1.25
"21/11/2020 22:",1.25
"21/11/2020 23:",1.25
"22/11/2020 00:",1.2475
"22/11/2020 01:",1.24
"22/11/2020 02:",1.235
"22/11/2020 03:",1.2225
"22/11/2020 04:",1.23
"22/11/2020 05:",1.23
"22/11/2020 06:",1.23
"22/11/2020 07:",1.23
"22/11/2020 08:",1.2275
"22/11/2020 09:",1.22
"22/11/2020 10:",1.22
"22/11/2020 11:",1.2225
"22/11/2020 12:",1.235
"22/11/2020 13:",1.2475
"22/11/2020 14:",1.24
"22/11/2020 15:",1.2375
"22/11/2020 16:",1.2325
"22/11/2020 17:",1.235
"22/11/2020 18:",1.2175
"22/11/2020 19:",1.2075
"22/11/2020 20:",1.2
"22/11/2020 21:",1.1975
"22/11/2020 22:",1.1875
"22/11/2020 23:",1.18
"23/11/2020 00:",1.1775
"23/11/2020 01:",1.1675
"23/11/2020 02:",1.1625
"23/11/2020 03:",1.1675
"23/11/2020 04:",1.16
"23/11/2020 05:",1.16
"23/11/2020 06:",1.16
"23/11/2020 07:",1.1625
"23/11/2020 08:",1.175
"23/11/2020 09:",1.1925
"23/11/2020 10:",1.2
"23/11/2020 11:",1.1975
"23/11/2020 12:",1.18
"23/11/2020 13:",1.1525
"23/11/2020 14:",1.165
"23/11/2020 15:",1.175
"23/11/2020 16:",1.16
"23/11/2020 17:",1.165
"23/11/2020 18:",1.185
"23/11/2020 19:",1.2025
"23/11/2020 20:",1.21
"23/11/2020 21:",1.2075
"23/11/2020 22:",1.1975
"23/11/2020 23:",1.1925
